,X,Y
229,เสือก,neg
230,อิจฉาสิ,neg
231,คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,neg
232,มันนินทา,neg
233,ผีห่าหมูหหาเรื่องนินทาอยู่,neg
234,อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,neg
235,แพ้แล,neg
236,โดนแทงตาย,neg
237,ตายในหลุม,neg
238,เถื่อน,neg
239,มันขาดความการน้ำต่อเพื่อนมนุษย์,neg
240,พูดไม่รู้เรื่อง,neg
241,อดอยากไม่เงิน,neg
242,อดตาย,neg
243,สุดท้ายโดนหลอก,neg
244,เศรษฐกิจตกต่ำตกงาน,neg
245,หิวข้าว,neg
246,โกรธ,neg
247,สยองเกินบรรยาย,neg
248,ไฟไหม้ป่า,neg
249,เข้าผิด,neg
250,ไม่กล้า,neg
251,ทิ้ง,neg
252,เสียไปง่าย,neg
253,อารมณ์เสีย,neg
254,เลิก,neg
255,เศร้า,neg
256,ทำเหี้ยไรผิด,neg
257,ฉิบหาย,neg
258,ประชด,neg
259,ขอเถียงขาดดิ้น,neg
260,เห็นร้องไห้,neg
261,หดหู่,neg
262,เจ็บคอไอไข้หวัด,neg
263,เห็นแก่ตัว,neg
264,อย่าคาดหวัง,neg
265,หลงทาง,neg
266,ป่วยไม่สบาย,neg
267,โดนทิ้ง,neg
268,ทุบตีไล่ออก,neg
269,หมดความอดทน,neg
270,เกรียน,neg
271,ผิดหวัง,neg
272,เพ้อเจ้อ,neg
273,บาป,neg
274,สังหาร,neg
275,กลัวเสียมันไป,neg
276,ถ้ามันเสียไปกู้กลับคือไม่เหมือนเดิม,neg
277,หมดละมันพังไปหมดละมันไม่เหลืออะไรอีก,neg
278,เกลียด,neg
279,คิดมันน้อย,neg
280,ลาก่อน,neg
281,ทำตัวไร้ค่า,neg
282,ทะเลาะ,neg
283,หลอกลวง,neg
284,งง,neg
285,อวดเก่ง,neg
286,กากเทห์ไม่เรื่อง,neg
287,อยู่ไม่ว่า,neg
288,ตามไม่ทัน,neg
289,ความเสี่ยง,neg
290,น่าสงสาร,neg
291,เจนน็อค,neg
292,ลาออกจากงาน,neg
293,เหนื่อยและเพลียก,neg
294,ถีบตกบันได,neg
295,ขายไม่ออก,neg
296,อกหักเพราะบอกเลิก,neg
297,พังยับเยิน,neg
298,ฉันผิดเอง,neg
299,นรกของชั่ว,neg
300,ตกนรกทั้ง,neg
301,แสบท้อง,neg
302,แสบแก้วหู,neg
303,ไม่เพราะ,neg
304,เสียเวลา,neg
305,มองโลกแง่ร้าย,neg
306,ร้ายกาจ,neg
307,ร้ายหลบหนีความผิด,neg
308,กดดัน,neg
309,กดขี่เรียกค่าไถ่,neg
310,กักขังสงสัย,neg
311,กระชากหน้ากากร้าย,neg
312,กระวนกระวาย,neg
313,ก่อกวน,neg
314,ก่อกรรมทำเข็ญ,neg
315,เรื่องกรุ่ม,neg
316,ยัดเยียดข้อกล่าวหา,neg
317,หลบหนีเข้าโดยไม่รับอนุญาต,neg
318,เขับ,neg
319,โดดตบหน้าเฟีย,neg
320,หลบหนีภาษี,neg
321,แพ้พนัน,neg
322,หมกมุ่นในเรื่องเพศกเกินไป,neg
323,ก่อมลพิษให้แวดล้อม,neg
324,ภาวะโลกร้อน,neg
325,โลกร้อน,neg
326,ไม่,neg
327,ไม่,neg
328,ปากทำพูดไม่รู้เรื่องอะไร,neg
329,เดินลำพังเยว,neg
330,หยุดเล่น,neg
331,ตัดไม้ทำลายป่า,neg
332,บุกรุกป่าไม้,neg
333,ทำลาย,neg
334,โลกร้อนเกิดจากการตัดไม้ทำลายป่า,neg
335,ทำล้มเหลว,neg
336,ไม่เหะสม,neg
337,ไม่โปรด,neg
338,แอบอ้างหลอกลวง,neg
339,พวกร,neg
340,ระยำ,neg
341,ชิบหาย,neg
342,สาส,neg
343,ป่าเถื่อน,neg
344,สอบตก,neg
345,เบื่อโรคอ้วน,neg
346,ล้มตกบันได,neg
347,แทบขาด,neg
348,รู้ตัวว่าไม่เหมือนใคร,neg
349,ปิดกั้น,neg
350,ท้อ,neg
351,ถูก,neg
352,ห่วย,neg
353,ไม่ตอบรับกลับ,neg
354,หมดอายุ,neg
355,สงครามความสูญเสีย,neg
356,เข่าอ่อน,neg
357,โดนเหยียด,neg
358,กังวล,neg
359,มองโลกในแง่ร้าย,neg
360,โกรธง่ายฉุนเฉียวบ่อย,neg
361,อ่อนเพลียง่าย,neg
362,ว้าวุ่น,neg
363,คิดไม่ตก,neg
364,อ้วกไม่สบาย,neg
365,รู้สึกแย่จัง,neg
366,ซ้ำรัก,neg
367,สละสิทธิ์,neg
368,ตกสัมภาษณ์,neg
369,บ่น,neg
370,ไว้อาลัย,neg
371,พรากจากไป,neg
372,งี่เง่า,neg
373,ประชดประชัน,neg
374,ข่มจุดด้อย,neg
375,เลอะเทอะ,neg
376,ย้อนแย้ง,neg
377,ละเมิดทำร้ายอื่น,neg
378,เลื่อนหาย,neg
379,เหยียด,neg
380,ไม่ระวังจึงเกิดอุบัติเหตุ,neg
381,เจ็บเกินพอหรือยังเมื่อไรพอซะทีต่างต่างรู้ว่าทำไม่,neg
382,แทงดำ,neg
383,มั่วแม่ง,neg
384,เซ็งเบื่อ,neg
385,ลีลาน่ารำคาญจริง,neg
386,เกียจคร้าน,neg
387,ทำงานแสนเข็ญ,neg
388,เลือดไหล,neg
389,รับความเสียหาย,neg
390,โกง,neg
391,เสียวตกบันได,neg
392,โดนแบน,neg
393,วิบัติ,neg
394,อาบัติ,neg
395,ล่วงละเมิด,neg
396,ไร้สาระ,neg
397,บรรลัย,neg
398,เมื่อยหลายๆ,neg
399,หล่นหาย,neg
400,มลทิน,neg
401,มลพิษ,neg
402,ยาพิษ,neg
403,เซ็ง,neg
404,พูดจาหไม่แดก,neg
405,เห็บห,neg
406,เพชฌฆาต,neg
407,ชกมก,neg
408,อัปมงคล,neg
409,อัปยศ,neg
410,ล้อเลียน,neg
411,ขัดข้อง,neg
412,ปัญหา,neg
413,ข้อพิพาทยังไม่ยุติ,neg
414,คอมมิวนิสต์เผด็จการ,neg
415,หนี้สิน,neg
416,เหินห่าง,neg
417,อู้งาน,neg
418,ขัดขืน,neg
419,ปลดระวาง,neg
420,ข่มขืน,neg
421,กระทืบ,neg
422,กระทำชำ,neg
423,กระทำอนาจาร,neg
424,แก่งแย่งชิง,neg
425,ข่มขวัญ,neg
426,ขัดขวาง,neg
427,ขี้โม้,neg
428,คดโกง,neg
429,คลื่นไส้,neg
430,คลาดเคลื่อน,neg
431,คว่ำบาตร,neg
432,คอร์รัปชัน,neg
433,คัดค้าน,neg
434,เคร่งเครียด,neg
435,ถูก,neg
436,หมิ่น,neg
437,ทุบตี,neg
438,ดำ,neg
439,เนร,neg
440,แตกสลาย,neg
441,ขาดดุล,neg
442,ขาดทุน,neg
443,หลบหน้า,neg
444,เดือดเนื้อร้อน,neg
445,โง่ปัญญาอ่อน,neg
446,อืดช้า,neg
447,แผลหมดสนุก,neg
448,ความเหลื่อมล้ำ,neg
449,จากหรือจากตายสุดท้ายจากไป,neg
450,เหลือความทรงจำรอลืมเลือน,neg
451,ไม่รอยยิ้ม,neg
452,ตอกย้ำความเจ็บปวด,neg
453,ไม่เมตตาปราณี,neg
454,สายเกินไป,neg
455,พลัดพราก,neg
456,กักขัง,neg
457,สยองขวัญ,neg
458,ด่าหีแหก,neg
459,ไร้สาระ,neg
460,โกหก,neg
461,ดันทุรังดื้อดึง,neg
462,กวนตีน,neg
463,เวิ้งว้าง,neg
464,ไว้อาลัย,neg
465,ซ้ำ,neg
466,ตัณหา,neg
467,ลืมตัว,neg
468,โง่เขลา,neg
469,สาบสูญ,neg
470,จรจัด,neg
471,งอแง,neg
472,ขัดผลประโยชน์,neg
473,ฉิบหาย,neg
474,สมเพช,neg
475,เบียดเบียน,neg
476,ขยะสังคมสัส,neg
477,ด่าลับหลัง,neg
478,เสียดสี,neg
479,มะเร็ง,neg
480,อคติ,neg
481,ไม่ทันคิด,neg
482,แหกตา,neg
483,ไม่รู้จักโลก,neg
484,โวยวาย,neg
485,เฮงซวย,neg
486,แม่งมั่วซั่วไปหมด,neg
487,เสียสติด้วยความคลั่ง,neg
488,อุปสรรค,neg
489,ขัดสน,neg
490,ทวงแค้น,neg
491,กลุ้มอึดอัด,neg
492,ไม่ไหว,neg
493,อันตรายถึงตาย,neg
494,งงงวย,neg
495,ก้าวร้าว,neg
496,ยากก,neg
497,เบลอ,neg
498,ปล้น,neg
499,โดนดุ,neg
0,เฉย,neu
1,นิ่ง,neu
2,เสมอ,neu
3,ตกลง,neu
4,อ่อ,neu
5,สัมภาษณ์,neu
6,เงียบ,neu
7,โอเค,neu
8,พูด,neu
9,ทำ,neu
10,ตรวจสอบ,neu
11,ตระหนัก,neu
12,รับรู้,neu
13,จับ,neu
14,เกาะ,neu
15,รูปแบบ,neu
16,พอกัน,neu
17,ขยับ,neu
18,เรื่อย,neu
19,พัก,neu
20,ส่อง,neu
21,มอง,neu
22,กีฬา,neu
23,เรียน,neu
24,เรื่อง,neu
25,ชาว,neu
26,บ้าน,neu
27,ชาวบ้าน,neu
28,หน้า,neu
29,ยกเว้น,neu
30,ตัวเอง,neu
31,มุม,neu
32,ตัดสิน,neu
33,วาง,neu
34,หยุด,neu
35,หรอ,neu
36,หรา,neu
37,ซัก,neu
38,รีด,neu
39,อยาก,neu
40,แอบ,neu
41,ฟัง,neu
42,ใส่,neu
43,ถ้า,neu
44,แปะมือ,neu
45,เดิม,neu
46,ดำรง,neu
47,นิยาม,neu
48,รอ,neu
49,ตอบ,neu
50,ตาม,neu
51,อะไร,neu
52,ธรรมชาติ,neu
53,เยอะ,neu
54,ทึ่ง,neu
55,เผื่อ,neu
56,สากล,neu
57,เป๊ะ,neu
58,จ้า,neu
59,คะ,neu
60,ค่ะ,neu
61,ครับ,neu
62,ผ่าน,neu
63,เพิ่ง,neu
64,เรียก,neu
65,บอก,neu
66,นำ,neu
67,พา,neu
68,พิสูจน์,neu
69,ใช้,neu
70,ต่อ,neu
71,เป็น,neu
72,จะ,neu
73,ทำ,neu
74,ที่,neu
75,เรื่อง,neu
76,เงิน,neu
77,ตัง,neu
78,ตังค์,neu
79,อาจ,neu
80,เปิดเผย,neu
81,เปิด,neu
82,ปิด,neu
83,พก,neu
84,ก็,neu
85,สอบ,neu
86,การ,neu
87,จะ,neu
88,ดู,neu
89,เดา,neu
90,เลย,neu
91,ไป,neu
92,กลาง,neu
93,แล้ว,neu
94,เป็นกลาง,neu
95,เดิน,neu
96,วิ่ง,neu
97,เล่น,neu
98,อาหาร,neu
99,คุณ,neu
100,เขา,neu
101,คน,neu
102,มี,neu
103,เว้น,neu
104,พา,neu
105,นำ,neu
106,ดื่ม,neu
107,มัน,neu
108,ปล่อย,neu
109,ย้าย,neu
110,ฝึก,neu
111,งาน,neu
112,สถานะ,neu
113,สภาวะ,neu
114,ธรรมดา,neu
115,นอน,neu
116,ชาติ,neu
117,คุ้น,neu
118,ด้วย,neu
119,สมัคร,neu
120,มาตรการ,neu
121,นะ,neu
122,กับ,neu
123,วัน,neu
124,ผู้หญิง,neu
125,ผู้ชาย,neu
126,ผู้,neu
127,ทำตาม,neu
