,X,Y
912,เจ็บใจ,neg
913,ฉ้อ,neg
914,ฉี่,neg
915,ฉีก,neg
916,ชก,neg
917,ชดใช้,neg
918,ช่วงชิง,neg
919,ช็อก,neg
920,ชะงัก,neg
921,ชะลอ,neg
922,ชัก,neg
923,ชักกระตุก,neg
924,ชักใย,neg
925,ชัง,neg
926,ช้ำใจ,neg
927,ชิง,neg
928,ชิงชัง,neg
929,ชิงดีชิงเด่น,neg
930,ชิงนรกเกิด,neg
931,ชิงสุกก่อนห่าม,neg
932,ชิงหมาเกิด,neg
933,ซ่อน,neg
934,ซึม,neg
935,ซึมซาบ,neg
936,ซ้ำเติม,neg
937,ซุก,neg
938,ซุกซ่อน,neg
939,แซว,neg
940,แซะ,neg
941,ไซ้,neg
942,เณรคุณ,neg
943,ด้อย,neg
944,ดัดสันดาน,neg
945,ดับ,neg
946,ด่า,neg
947,ด่าทอ,neg
948,ดิ้น,neg
949,ดื้อ,neg
950,ดุ,neg
951,ดูแคลน,neg
952,ดูถูก,neg
953,ดูหมิ่น,neg
954,ดูหมิ่นถิ่นแคลน,neg
955,เดา,neg
956,เดือด,neg
957,เดือดดาล,neg
958,เดือดร้อน,neg
959,แดก,neg
960,แดกดัน,neg
961,โดน,neg
962,ได้เสีย,neg
963,ตก,neg
964,ตกงาน,neg
965,ตกใจ,neg
966,ตกนรกทั้งเป็น,neg
967,ตกหลุม,neg
968,ตกหลุมพราง,neg
969,ตั้งแง่,neg
970,ตายดาบหน้า,neg
971,ตรม,neg
972,ตบ,neg
973,ตบตา,neg
974,ตราหน้า,neg
975,ต่อต้าน,neg
976,ตอบโต้,neg
977,ต่อย,neg
978,ต่อสู้,neg
979,ตอแหล,neg
980,ตะลุมบอน,neg
